,stations,lats,lons,start,end,datapoints,continuous datapoints
404,1196205_Q_Day.Cmd.txt,-23.216284,31.22354527,1983-11,2020-02,12936,10201
405,1196210_Q_Day.Cmd.txt,-22.837778,31.237222,1960-08,2020-02,20020,4455
406,1196213_Q_Day.Cmd.txt,-23.2810156,30.54309374,1986-08,2020-02,10723,3053
414,1196360_Q_Day.Cmd.txt,-24.282778,28.089722,1948-04,2020-02,25063,5326
416,1196380_Q_Day.Cmd.txt,-23.763611,27.908056,1962-09,2020-02,18749,6857
431,1196300_Q_Day.Cmd.txt,-24.1594,27.479167,1962-08,2020-02,20846,4460
311,1160709_Q_Day.Cmd.txt,-29.748889,30.316944,1981-07,2020-02,13838,5954
228,1160441_Q_Day.Cmd.txt,-33.803333,23.135278,1961-08,2020-02,21270,4894
606,1259370_Q_Day.Cmd.txt,-24.31666667,18.43333333,2005-10,2020-02,5009,2046
604,1259350_Q_Day.Cmd.txt,-25.01666667,18.88333333,1973-11,2020-02,15991,5336
310,1160708_Q_Day.Cmd.txt,-29.847222,30.235278,1949-07,2020-02,24336,5818
307,1160705_Q_Day.Cmd.txt,-29.862222,30.244167,1964-10,2020-02,19094,7278
305,1160703_Q_Day.Cmd.txt,-30.13561111,30.67372222,2004-05,2020-02,5172,3135
450,1196565_Q_Day.Cmd.txt,-24.633333,28.596389,1973-06,2020-02,16278,5184
209,1160385_Q_Day.Cmd.txt,-33.545278,22.973889,1967-04,2020-02,17876,7364
230,1160450_Q_Day.Cmd.txt,-33.737778,23.304167,1970-07,2020-02,17786,4661
278,1160396_Q_Day.Cmd.txt,-33.4675,22.000556,1969-06,2020-02,17950,3240
497,1199200_Q_Day.Cmd.txt,-27.528056,30.853889,1950-08,2020-02,22853,2392
212,1160393_Q_Day.Cmd.txt,-33.679167,22.14,1969-04,2020-02,18020,3050
499,1199310_Q_Day.Cmd.txt,-27.36325,31.78261111,1968-10,2020-02,18132,5025
225,1160430_Q_Day.Cmd.txt,-33.890833,23.029167,1961-08,2020-02,20928,6689
217,1160405_Q_Day.Cmd.txt,-33.950833,22.422222,1961-04,2020-02,21423,11995
216,1160403_Q_Day.Cmd.txt,-34.02861111,22.22194444,1961-05,2020-02,21293,3823
215,1160400_Q_Day.Cmd.txt,-34.006667,22.350278,1961-04,2020-02,21077,1599
214,1160398_Q_Day.Cmd.txt,-33.460833,21.960278,1975-03,2020-02,16293,7140
213,1160395_Q_Day.Cmd.txt,-33.368056,22.179167,1966-04,2020-02,19348,7439
218,1160410_Q_Day.Cmd.txt,-33.935278,22.130556,1958-07,2020-02,20473,1786
220,1160417_Q_Day.Cmd.txt,-34.03166667,22.05277778,1969-03,2020-02,18310,4584
314,1160717_Q_Day.Cmd.txt,-29.423056,30.488056,1960-08,2020-01,21154,4221
566,1196850_Q_Day.Cmd.txt,-24.06628,31.24288,1987-11,2020-01,10585,1285
446,1196561_Q_Day.Cmd.txt,-24.665278,28.475,1966-11,2020-01,19334,6839
102,1159525_Q_Day.Cmd.txt,-27.04628,27.00464,1978-04,2020-01,15013,3214
448,1196563_Q_Day.Cmd.txt,-24.663056,28.454722,1973-08,2020-01,15870,5984
449,1196564_Q_Day.Cmd.txt,-24.671389,28.560278,1973-08,2020-01,16864,5958
375,1160913_Q_Day.Cmd.txt,-27.93863889,31.20944444,1988-02,2020-01,11334,6831
289,1160650_Q_Day.Cmd.txt,-30.734167,29.828611,1951-09,2020-01,24189,4431
454,1196700_Q_Day.Cmd.txt,-24.68,30.801944,1911-11,2020-01,27400,3114
436,1196443_Q_Day.Cmd.txt,-25.38022,28.3165,1905-03,2020-01,40490,5242
398,1196160_Q_Day.Cmd.txt,-24.556111,31.032222,1950-11,2020-01,22754,3621
399,1196170_Q_Day.Cmd.txt,-24.911944,30.103056,1966-09,2020-01,18553,4694
429,1160940_Q_Day.Cmd.txt,-34.25166667,20.99194444,1967-04,2020-01,19068,1916
397,1196150_Q_Day.Cmd.txt,-24.035,30.433333,1960-08,2020-01,19714,4461
402,1196190_Q_Day.Cmd.txt,-24.686944,30.813611,1959-09,2020-01,21943,4928
396,1196142_Q_Day.Cmd.txt,-24.123889,30.355278,1973-08,2020-01,16239,5483
392,1160985_Q_Day.Cmd.txt,-30.27402778,30.69602778,1987-05,2020-01,8366,2787
390,1160981_Q_Day.Cmd.txt,-30.32827778,30.32897222,2000-09,2020-01,6672,1719
341,1160773_Q_Day.Cmd.txt,-30.86013889,29.07125,1984-09,2020-01,11066,3692
412,1196340_Q_Day.Cmd.txt,-22.76851351,30.88925779,1987-11,2020-01,11228,5266
277,1160370_Q_Day.Cmd.txt,-34.030833,21.586389,1965-04,2020-01,19017,4221
383,1160960_Q_Day.Cmd.txt,-34.0925,21.294167,1969-04,2020-01,18013,5595
334,1196105_Q_Day.Cmd.txt,-24.95861111,29.39527778,2007-03,2020-01,4108,1230
422,1196415_Q_Day.Cmd.txt,-25.809167,27.475833,1973-07,2020-01,15695,2036
423,1196420_Q_Day.Cmd.txt,-25.72,27.185556,1971-05,2020-01,16690,8849
424,1196423_Q_Day.Cmd.txt,-25.73486,27.21425,1970-12,2020-01,15931,4355
425,1196425_Q_Day.Cmd.txt,-25.637222,27.026944,1963-09,2020-01,19774,2684
540,1257101_Q_Day.Cmd.txt,-18.03333333,21.41666667,1949-10,2020-01,25678,25678
501,1199410_Q_Day.Cmd.txt,-26.483333,30.633889,1951-06,2020-01,24213,3423
456,1196720_Q_Day.Cmd.txt,-24.03642,31.12821,1988-10,2020-01,9874,1879
372,1160900_Q_Day.Cmd.txt,-27.8975,30.883611,1971-09,2020-01,17354,7637
487,1197701_Q_Day.Cmd.txt,-25.088889,30.777778,1948-03,2020-01,25821,4244
222,1160420_Q_Day.Cmd.txt,-33.970833,22.547222,1961-03,2020-01,20072,3759
196,1160351_Q_Day.Cmd.txt,-33.945278,22.614167,1969-04,2020-01,18452,5409
223,1160425_Q_Day.Cmd.txt,-33.9125,22.707778,1961-05,2020-01,21011,4884
224,1160427_Q_Day.Cmd.txt,-33.880556,22.837778,1962-12,2020-01,20507,3589
493,1197750_Q_Day.Cmd.txt,-25.14952778,31.94066667,1987-03,2020-01,10945,2038
491,1197740_Q_Day.Cmd.txt,-24.753333,31.388333,1967-09,2020-01,16350,2890
697,1291200_Q_Day.Cmd.txt,-17.68333333,23.26666667,1969-02,2020-01,15714,8725
490,1197730_Q_Day.Cmd.txt,-24.993056,30.814167,1948-03,2020-01,26167,5706
489,1197710_Q_Day.Cmd.txt,-25.076111,31.130278,1948-02,2020-01,25609,5069
204,1160373_Q_Day.Cmd.txt,-33.98027778,21.65333333,1964-05,2020-01,14668,2491
435,1196441_Q_Day.Cmd.txt,-25.66361,28.35131,1962-05,2019-12,20942,5650
609,1259450_Q_Day.Cmd.txt,-23.11666667,18.68333333,1973-11,2019-12,14567,4159
107,1159547_Q_Day.Cmd.txt,-26.8805,26.96428,1986-09,2019-12,10869,2259
202,1160367_Q_Day.Cmd.txt,-33.489444,21.489444,1955-02,2019-12,21314,8846
455,1196710_Q_Day.Cmd.txt,-24.51752,30.83174,1958-08,2019-12,22183,4703
572,1159900_Q_Day.Cmd.txt,-27.169444,29.233056,1906-10,2019-12,39339,5615
447,1196562_Q_Day.Cmd.txt,-24.771389,28.348056,1973-07,2019-11,16700,4364
336,1196110_Q_Day.Cmd.txt,-25.818889,29.3375,1956-10,2019-11,21855,4400
338,1160765_Q_Day.Cmd.txt,-31.071667,28.353333,1964-08,2019-11,19841,5619
333,1196104_Q_Day.Cmd.txt,-25.57877778,29.12747222,2005-03,2019-11,5344,1141
344,1160777_Q_Day.Cmd.txt,-31.3955,29.26508333,2009-08,2019-11,3745,3744
415,1196370_Q_Day.Cmd.txt,-24.216389,27.973056,1964-08,2019-11,19827,8225
611,1259460_Q_Day.Cmd.txt,-28.13333333,19.25,1970-02,2019-11,16630,3549
419,1196405_Q_Day.Cmd.txt,-22.93476395,28.00392156,1971-03,2019-11,16082,3306
710,1259112_Q_Day.Cmd.txt,-26.76666667,18.46666667,1976-01,2019-11,15316,2559
97,1159510_Q_Day.Cmd.txt,-27.398333,26.613056,1950-12,2019-11,7286,978
586,1259110_Q_Day.Cmd.txt,-26.8,18.21666667,1975-12,2019-11,15125,2064
442,1196540_Q_Day.Cmd.txt,-22.91019232,29.61103918,2002-06,2019-11,6369,6369
444,1196551_Q_Day.Cmd.txt,-22.226111,29.990278,1992-07,2019-11,9615,2702
565,1196569_Q_Day.Cmd.txt,-22.55021523,28.89740445,1995-02,2019-11,8452,778
607,1259400_Q_Day.Cmd.txt,-26.43333333,17.11666667,1973-01,2019-11,15076,3461
452,1196570_Q_Day.Cmd.txt,-23.981667,28.399444,1955-12,2019-11,23111,6907
582,1259101_Q_Day.Cmd.txt,-26.8,17.78333333,1961-01,2019-11,20685,5075
453,1196600_Q_Day.Cmd.txt,-26.006389,29.253889,1972-01,2019-11,16998,2626
182,1160320_Q_Day.Cmd.txt,-32.502778,19.535,1923-03,2019-11,34039,13842
583,1259102_Q_Day.Cmd.txt,-25.9,17.96666667,1975-05,2019-11,16259,10519
581,1259100_Q_Day.Cmd.txt,-27.91666667,17.5,1975-12,2019-11,15726,7954
457,1196800_Q_Day.Cmd.txt,-24.18473,30.82299,1966-12,2019-11,14533,1588
120,1159655_Q_Day.Cmd.txt,-30.06186111,28.50975,1987-06,2019-11,11576,4473
474,1197555_Q_Day.Cmd.txt,-25.658333,30.260278,1956-10,2019-10,22990,10723
471,1197530_Q_Day.Cmd.txt,-25.4325,30.965556,1929-07,2019-10,32719,9614
468,1197507_Q_Day.Cmd.txt,-25.39888889,31.61055556,1985-09,2019-10,12275,2611
467,1197505_Q_Day.Cmd.txt,-25.51419444,31.22452778,1968-09,2019-10,18294,5696
488,1197705_Q_Day.Cmd.txt,-25.091667,30.778056,1964-02,2019-10,20293,6334
459,1197010_Q_Day.Cmd.txt,-25.83811111,30.41277778,1972-08,2019-10,15855,3330
458,1197001_Q_Day.Cmd.txt,-25.682222,31.781667,1939-10,2019-10,28183,10194
485,1197595_Q_Day.Cmd.txt,-25.785833,30.924167,1948-02,2019-10,25671,6028
460,1197090_Q_Day.Cmd.txt,-25.43661111,31.98244444,1982-10,2019-10,12767,3357
466,1197502_Q_Day.Cmd.txt,-25.448611,30.711667,1959-01,2019-10,21293,9776
492,1197745_Q_Day.Cmd.txt,-24.96847222,31.51541667,1990-11,2019-10,9741,1702
461,1197100_Q_Day.Cmd.txt,-25.838889,30.684167,1973-09,2019-10,16757,11240
463,1197300_Q_Day.Cmd.txt,-26.036111,30.9975,1909-10,2019-10,38262,8611
376,1160915_Q_Day.Cmd.txt,-28.33936111,31.37383333,1960-10,2019-10,19708,2735
464,1197310_Q_Day.Cmd.txt,-25.673611,31.575278,1968-08,2019-10,17291,6851
105,1159545_Q_Day.Cmd.txt,-27.01011,26.69808,1979-07,2019-10,14414,2779
473,1197550_Q_Day.Cmd.txt,-25.490278,30.698333,1959-07,2019-10,21223,2431
481,1197580_Q_Day.Cmd.txt,-25.610833,30.874722,1948-02,2019-10,25199,10521
91,1159415_Q_Day.Cmd.txt,-28.14444444,26.41805556,2003-09,2019-10,5605,3036
445,1196560_Q_Day.Cmd.txt,-24.578611,28.639444,1964-08,2019-10,19702,5550
475,1197560_Q_Day.Cmd.txt,-25.711667,30.835,1964-09,2019-10,19568,3885
472,1197540_Q_Day.Cmd.txt,-25.382222,30.701389,1958-12,2019-10,21145,3074
567,1197501_Q_Day.Cmd.txt,-25.469722,31.088056,1929-10,2019-10,32846,13969
465,1197500_Q_Day.Cmd.txt,-25.363611,31.955556,1960-08,2019-10,19748,4640
484,1197593_Q_Day.Cmd.txt,-25.54322222,31.31669444,1960-09,2019-10,20650,3842
112,1159560_Q_Day.Cmd.txt,-26.72867,27.718,1952-09,2019-09,21346,3314
221,1160419_Q_Day.Cmd.txt,-34.03944444,22.13222222,1978-04,2019-09,14577,2937
482,1197590_Q_Day.Cmd.txt,-25.73,30.978333,1966-06,2019-08,18881,4869
417,1196390_Q_Day.Cmd.txt,-22.43773394,31.07783326,1988-11,2019-08,8556,3267
420,1196410_Q_Day.Cmd.txt,-25.991389,27.841944,1973-04,2019-08,16423,5774
608,1259440_Q_Day.Cmd.txt,-23.06666667,18.63333333,1973-11,2019-08,14627,3340
437,1196445_Q_Day.Cmd.txt,-25.47086,28.26378,1984-04,2019-07,12324,8863
335,1196106_Q_Day.Cmd.txt,-24.92647222,29.32338889,1989-04,2019-07,10234,3642
393,1196130_Q_Day.Cmd.txt,-25.646944,28.390278,1962-05,2019-06,20529,4559
377,1160919_Q_Day.Cmd.txt,-28.44563889,32.32513889,1993-11,2019-06,8256,5111
391,1160983_Q_Day.Cmd.txt,-30.39922222,30.60077778,1986-05,2019-06,9722,3256
579,1259080_Q_Day.Cmd.txt,-25.11666667,17.51666667,1973-11,2019-06,15239,2682
294,1160680_Q_Day.Cmd.txt,-29.776944,29.470556,1949-07,2019-06,24994,9300
180,1160317_Q_Day.Cmd.txt,-33.568333,19.144722,1950-04,2019-05,24543,2821
199,1160360_Q_Day.Cmd.txt,-33.354167,19.719167,1974-07,2019-05,16245,1982
146,1160113_Q_Day.Cmd.txt,-34.32944444,18.98833333,1963-03,2019-05,20412,10485
174,1160301_Q_Day.Cmd.txt,-33.421667,19.266944,1950-04,2019-05,24225,6228
1750,6593750_Q_Day.Cmd.txt,31.83,34.79,2007-09,2019-04,4185,2289
178,1160305_Q_Day.Cmd.txt,-34.0675,20.40555556,1966-03,2019-04,19111,3556
272,1160115_Q_Day.Cmd.txt,-34.405278,19.595833,1963-03,2019-04,20347,7244
171,1160290_Q_Day.Cmd.txt,-33.9125,18.943889,1968-04,2019-04,17289,3117
147,1160120_Q_Day.Cmd.txt,-34.291667,20.022778,1964-03,2019-04,20074,12691
143,1160102_Q_Day.Cmd.txt,-34.07888889,20.14416667,1964-05,2019-04,19918,5684
1751,6594050_Q_Day.Cmd.txt,33.04,35.63,1970-10,2019-03,17713,7203
389,1160979_Q_Day.Cmd.txt,-28.80127778,31.95538889,1993-02,2019-03,8686,1599
1755,6594090_Q_Day.Cmd.txt,31.84,35.55,2012-07,2019-03,2419,2419
166,1160280_Q_Day.Cmd.txt,-33.8275,19.034722,1964-06,2019-02,13866,3581
192,1160345_Q_Day.Cmd.txt,-33.708889,20.058333,1965-03,2019-02,19377,9154
168,1160285_Q_Day.Cmd.txt,-33.821944,19.058889,1964-06,2019-02,12311,2355
186,1160328_Q_Day.Cmd.txt,-33.983333,19.329167,1969-02,2019-02,17770,2610
179,1160315_Q_Day.Cmd.txt,-33.461667,19.617222,1969-09,2019-02,17935,7145
172,1160295_Q_Day.Cmd.txt,-33.890556,19.078889,1949-03,2019-02,23776,3513
170,1160287_Q_Day.Cmd.txt,-33.8225,19.046389,1964-06,2019-02,14018,4409
190,1160341_Q_Day.Cmd.txt,-33.87166667,20.00222222,1985-12,2019-01,11861,3545
177,1160304_Q_Day.Cmd.txt,-33.81805556,19.69333333,1980-04,2019-01,14019,5551
176,1160303_Q_Day.Cmd.txt,-33.89777778,20.01166667,1970-03,2019-01,17513,3226
548,1258300_Q_Day.Cmd.txt,-21.43333333,15.66666667,1967-10,2018-11,18641,18641
545,1258201_Q_Day.Cmd.txt,-21.06666667,13.8,1977-07,2018-11,14046,3140
546,1258202_Q_Day.Cmd.txt,-20.2,16.13333333,1961-03,2018-11,21039,19266
544,1258200_Q_Day.Cmd.txt,-20.4,15.46666667,1967-10,2018-11,18188,2932
549,1258301_Q_Day.Cmd.txt,-21.3,16.2,1974-09,2018-11,16046,12417
552,1258400_Q_Day.Cmd.txt,-22.26666667,16.41666667,1962-02,2018-11,17293,4757
547,1258270_Q_Day.Cmd.txt,-24.51666667,15.76666667,1979-01,2018-10,14235,4116
558,1258507_Q_Day.Cmd.txt,-22.86666667,16.56666667,1978-02,2018-10,13447,3335
557,1258506_Q_Day.Cmd.txt,-22.91666667,15.91666667,1978-12,2018-10,12899,4014
93,1159419_Q_Day.Cmd.txt,-28.11666667,26.72527778,1996-05,2018-10,7306,2907
574,1258505_Q_Day.Cmd.txt,-23.21666667,16.16666667,1978-12,2018-10,12088,5506
561,1258510_Q_Day.Cmd.txt,-23.46666667,15.76666667,1980-07,2018-10,11317,3198
556,1258503_Q_Day.Cmd.txt,-23.16666667,14.65,1976-01,2018-10,14522,5841
1753,6594070_Q_Day.Cmd.txt,33.18,35.62,1969-10,2018-09,17886,16113
1748,6593500_Q_Day.Cmd.txt,32.37,34.91,1967-05,2018-09,18781,18781
580,1259090_Q_Day.Cmd.txt,-27.43333333,17.96666667,1979-02,2018-09,13698,1380
554,1258501_Q_Day.Cmd.txt,-23.26666667,15.8,1961-02,2018-07,20269,4984
551,1258355_Q_Day.Cmd.txt,-21.86666667,15.56666667,1978-12,2018-07,13502,2806
229,1160443_Q_Day.Cmd.txt,-33.94583333,23.3675,1997-11,2018-07,7533,2247
106,1159546_Q_Day.Cmd.txt,-26.91606,26.81722,1996-05,2018-05,7307,2809
462,1197200_Q_Day.Cmd.txt,-24.449444,31.976667,1960-11,2018-05,17015,2894
542,1258100_Q_Day.Cmd.txt,-19.17388889,13.57108333,1976-08,2018-05,14127,4936
1670,6593800_Q_Day.Cmd.txt,31.22,34.74,1978-01,2018-04,14352,11596
295,1160682_Q_Day.Cmd.txt,-30.24733333,29.92908333,1956-10,2018-03,13802,3844
113,1159570_Q_Day.Cmd.txt,-26.61994444,27.98052778,2009-01,2017-10,2021,1182
550,1258350_Q_Day.Cmd.txt,-21.81666667,15.61666667,1967-09,2017-10,16517,2901
114,1159580_Q_Day.Cmd.txt,-26.67075,28.03044,1952-09,2017-10,16495,5010
563,1258530_Q_Day.Cmd.txt,-22.61666667,16.63333333,1978-03,2017-10,13572,2092
361,1160880_Q_Day.Cmd.txt,-29.140278,31.3925,1959-06,2017-09,17751,2064
593,1259201_Q_Day.Cmd.txt,-24.81666667,17.16666667,1978-02,2017-09,13394,2398
200,1160361_Q_Day.Cmd.txt,-33.288056,19.727222,1974-06,2017-05,15377,4101
1528,1749100_Q_Day.Cmd.txt,4.36666666666667,18.5833333333333,1911-03,2016-12,32202,28503
562,1258520_Q_Day.Cmd.txt,-22.51666667,17.06666667,1983-12,2016-10,11177,2457
1728,2423500_Q_Day.Cmd.txt,31.333333,48.683333,1950-09,2016-09,20932,636
1727,2423350_Q_Day.Cmd.txt,33.213611,48.888889,1955-11,2016-09,22201,3894
1726,2423300_Q_Day.Cmd.txt,32.933333,48.766667,1955-10,2016-09,21465,3664
1725,2422500_Q_Day.Cmd.txt,37.683333,47.883333,2008-09,2016-09,1336,181
1739,2496700_Q_Day.Cmd.txt,27.2725,57.191389,1962-09,2016-09,19246,3981
1722,2421500_Q_Day.Cmd.txt,35.855,52.056667,1946-03,2016-09,24446,8198
1720,2421400_Q_Day.Cmd.txt,36.623056,49.513333,1954-09,2016-09,21182,7125
1719,2421300_Q_Day.Cmd.txt,37.532222,49.114444,1956-09,2016-09,21893,10754
1733,2428200_Q_Day.Cmd.txt,34.082778,50.604722,1996-09,2016-09,4747,1461
1737,2428800_Q_Day.Cmd.txt,28.786389,57.548611,1963-10,2016-09,17826,5260
1738,2495450_Q_Day.Cmd.txt,31.5,48.433333,1950-09,2016-09,23400,3596
1763,6794210_Q_Day.Cmd.txt,32.67866083,35.62466119,1963-10,2016-09,16416,6926
1724,2421800_Q_Day.Cmd.txt,37.258889,55.153333,1955-09,2016-09,21557,1842
1765,6794255_Q_Day.Cmd.txt,32.21647207,35.88267251,1963-10,2016-09,18675,945
1668,2421200_Q_Day.Cmd.txt,35.854167,47.897222,1961-09,2016-09,18741,3916
207,1160378_Q_Day.Cmd.txt,-33.31,21.634167,1964-09,2016-03,17745,3917
329,1196100_Q_Day.Cmd.txt,-24.331111,30.741389,1960-08,2015-10,14617,2105
1731,2427200_Q_Day.Cmd.txt,29.468611,51.2775,1961-09,2015-09,17781,4073
